codigo;descripcion;linea;sublinea;grupo;categoria;regla_aplicada;confianza;precio_prueba_cop
NIK-100-17;"ALICATE PUNTA LARGA / PELA CABLE 6"" ( 152MM )MANGO ERGONÓMICO ANTI-DESLIZANTE";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;244000
NIK-100-18;"ALICATE PUNTA LARGA 8"" ( 203MM )MANGO ERGONÓMICO ANTI-DESLIZANTE";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;85000
NIK-100-19;"ALICATE CORTE FRONTAL 6"" ( 152MM )MANGO ERGONÓMICO ANTI-DESLIZANTE";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;203500
NIK-100-25;"ALICATE PUNTA LARGA CORTANTE 5""( 127MM ) MANGO PVC NEGRO";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;189900
NIK-100-26;"ALICATE PUNTA LARGA CORTANTE 6""( 152MM ) MANGO PVC NEGRO";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;17000
NIK-100-27;"ALICATE PUNTA LARGA CORTANTE 8""( 203MM ) MANGO PVC NEGRO";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;154600
NIK-100-28;"ALICATE DE CORTE DIGIONAL 5""( 127MM ) MANGO PVC NEGRO";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;85700
NIK-100-30;"ALICATE DE CORTE DIGIONAL 7""( 178MM ) MANGO PVC NEGRO";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;22600
NIK-100-31;"ALICATE DE ELECTRCISTA 7""( 178MM ) MANGO PVC NEGRO";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;44600
NIK-100-32;"ALICATE DE ELECTRCISTA 8""( 203MM ) MANGO PVC NEGRO";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;203100
NIK-100-35;"ALICATE ARTICULADO DE EXTENSIÓN 12""( 304MM ) MANGO PVC NEGRO";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;360800
NIK-100-36;"ALICATE DE HACENDADO 10""( 254MM ) MANGO PVC NEGRO";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;210300
NIK-100-37;"ALICATE PARA ANILLOS DE RETENCIÓN 7"" EXT .RECTO MANGO PVC NEGRO";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;95900
NIK-100-38;"ALICATE PARA ANILLOS DE RETENCIÓN 7"" INT .RECTO MANGO PVC NEGRO";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;138700
NIK-100-39;"ALICATE PARA ANILLOS DE RETENCIÓN 7"" EXT.CURVO MANGO PVC NEGRO";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;127800
NIK-100-40;"ALICATE PARA ANILLOS DE RETENCIÓN 7"" INT.CURVO MANGO PVC NEGRO";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;94900
NIK-10-046;"ALICATE DE PRESIÓN RECTO 7"" ( 178MM ) FABRICADO CRV";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;233600
NIK-10-047;"ALICATE DE PRESIÓN RECTO 10"" ( 254MM ) FABRICADO CRV";HERRAMIENTA MANUAL;ALICATES;GRUPO NIKATTO;Herramientas Manuales;manual;alta;60000
NIK-11-002;TIJERA DE AVIACIÓN IZQUIERDO MANGO BI-MATERIAL;HERRAMIENTA MANUAL;TIJERA DE AVIACION;GRUPO NIKATTO;Herramientas de Corte;corte;alta;140000
NIK-11-003;TIJERA DE AVIACIÓN RECTO MANGO BI-MATERIAL;HERRAMIENTA MANUAL;TIJERA DE AVIACION;GRUPO NIKATTO;Herramientas de Corte;corte;alta;89600
NIK-11-004;TIJERA DE AVIACIÓN DERECHO MANGO BI-MATERIAL;HERRAMIENTA MANUAL;TIJERA DE AVIACION;GRUPO NIKATTO;Herramientas de Corte;corte;alta;74100
NIK-15150;CUCHILLA REPUESTO CORTABALDOSA NIK-MT324;HERRAMIENTA MANUAL;CORTABALDOSAS;GRUPO NIKATTO;Herramientas de Corte;corte:corta*;alta;8300
NIK-171-40;MARTILLO DE GOMA 16 ONZAS;HERRAMIENTA MANUAL;MARTILLOS;GRUPO NIKATTO;Herramientas Manuales;manual;alta;56900
NIK-171-41;MARTILLO DE GOMA 32 ONZAS;HERRAMIENTA MANUAL;MARTILLOS;GRUPO NIKATTO;Herramientas Manuales;manual;alta;217900
NIK-18-001;JGO DE LLAVES HEXAGONALES MÉTRICAS 8 PZAS 1.5MM A 6MM;HERRAMIENTA MANUAL;LLAVES HEXAGONALES;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;413800
NIK-18-002;"JGO DE LLAVES HEXAGONALES SAE 8 PZAS 1/16"" A 1/4""";HERRAMIENTA MANUAL;LLAVES HEXAGONALES;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;436200
NIK-18-003;JGO DE LLAVES HEXAGONALES MÉTRICAS 10 PZAS 1.5MM A 10MM;HERRAMIENTA MANUAL;LLAVES HEXAGONALES;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;227100
NIK-18-004;"JGO DE LLAVES HEXAGONALES SAE 10 PZAS 1/16"" A 3/8""";HERRAMIENTA MANUAL;LLAVES HEXAGONALES;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;145900
NIK-18-005;"JGO DE LLAVES HEXAGONALES SAE & MÉTRICO 20 PZAS 1/16"" A 3/8"" - 1.5MM A 10MM";HERRAMIENTA MANUAL;LLAVES HEXAGONALES;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;439100
NIK-18-006;JGO DE LLAVES HEXAGONALES LARGAS PUNTA REDONDA MÉTRICAS 9 PZAS 1.5 A 10MM;HERRAMIENTA MANUAL;LLAVES HEXAGONALES;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;387500
NIK-18-007;"JGO DE LLAVES HEXAGONALES LARGAS PUNTA REDONDA SAE 9 PZAS 1/16"" A 3/8""";HERRAMIENTA MANUAL;LLAVES HEXAGONALES;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;229400
NIK-18-009;JGO DE LLAVES HEXAGONALES MÉTRICAS 8 PZAS 1.5 A 8MM TIPO LLAVERO;HERRAMIENTA MANUAL;LLAVES HEXAGONALES;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;173100
NIK-18-011;JGO DE LLAVES HEXAGONALES TORX 8 PZAS DE T9 A T40 TIPO LLAVERO;HERRAMIENTA MANUAL;LLAVES HEXAGONALES;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;62800
NIK-190-04;"REMACHADORA PARA TRABAJO PESADO - 4 BOQUILLAS (1/8"", 3/32"", 5/32"", 3/16"")";HERRAMIENTA MANUAL;REMACHADORAS;GRUPO NIKATTO;Herramientas Manuales;manual;alta;238400
NIK-190-05;"REMACHADORA CON CABEZA GIRATORIA - 4 BOQUILLAS (1/8"", 3/32"", 5/32"", 3/16"")";HERRAMIENTA MANUAL;REMACHADORAS;GRUPO NIKATTO;Herramientas Manuales;manual;alta;79900
NIK-190-06;"REMACHADORA PARA TRABAJO MEDIANO - 3 BOQUILLAS (1/8"", 5/32"", 3/16"")";HERRAMIENTA MANUAL;REMACHADORAS;GRUPO NIKATTO;Herramientas Manuales;manual;alta;234600
NIK-190-10;ENGRAPADORA DE USO LIGERO TIPO J21;HERRAMIENTA MANUAL;ENGRAPADORAS;GRUPO NIKATTO;Herramientas Manuales;linea:HERRAMIENTA MANUAL;baja;57700
NIK-190-11;ENGRAPADORA DE USO PESADO TIPO T50;HERRAMIENTA MANUAL;ENGRAPADORAS;GRUPO NIKATTO;Herramientas Manuales;linea:HERRAMIENTA MANUAL;baja;60000
NIK-223-02;"JGO DESTORN PRO 6PZ COMBINADO (1/4X4"",1/4X6"", 3/16X4"", 3/16X6"",#1X4"",#2X4"")";HERRAMIENTA MANUAL;DESTORNILLADORES;GRUPO NIKATTO;Herramientas Manuales;sublinea:DESTORNILLADORES;media;19500
NIK-EC24;"ESCUADRA DE CARPINTERO DE ACERO 24""";HERRAMIENTA MANUAL;ESCUADRAS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;280200
NIK-ECO-11;CINTA METRICA DE 3 METROS - 10 PIES;HERRAMIENTA MANUAL;FLEXOMETROS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;131600
NIK-ECO-11-1;CINTA METRICA ECONOMICA DE 3 METROS - 10 PIES;HERRAMIENTA MANUAL;FLEXOMETROS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;344800
NIK-ECO-15;CINTA METRICA DE 5 METROS - 16 PIES;HERRAMIENTA MANUAL;FLEXOMETROS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;221200
NIK-ECO-15-1;CINTA METRICA ECONOMICA DE 5 METROS - 16 PIES;HERRAMIENTA MANUAL;FLEXOMETROS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;179200
NIK-ECO-28;CINTA METRICA DE 8 METROS - 26 PIES;HERRAMIENTA MANUAL;FLEXOMETROS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;220600
NIK-ECO-28-1;CINTA METRICA ECONOMICA DE 8 METROS - 26 PIES;HERRAMIENTA MANUAL;FLEXOMETROS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;207400
NIK-EMP10;"ESCUADRA ECONOMICA 10""";HERRAMIENTA MANUAL;ESCUADRAS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;44600
NIK-EMP12;"ESCUADRA ECONOMICA 12""";HERRAMIENTA MANUAL;ESCUADRAS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;172300
NIK-EMP8;"ESCUADRA ECONOMICA 8""";HERRAMIENTA MANUAL;ESCUADRAS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;270900
NIK-EPR12;"ESCUADRA PROFESIONAL 12""";HERRAMIENTA MANUAL;ESCUADRAS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;150500
NIK-EPR8;"ESCUADRA PROFESIONAL 8""";HERRAMIENTA MANUAL;ESCUADRAS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;234900
NIK-JN222;CUCHILLA REPUESTO CORTABALDOSA NIK-MT648;HERRAMIENTA MANUAL;CORTABALDOSAS;GRUPO NIKATTO;Herramientas de Corte;corte:corta*;alta;92600
NIK-MT532;"CORTABALDOSA (32"")";HERRAMIENTA MANUAL;CORTABALDOSAS;GRUPO NIKATTO;Herramientas de Corte;corte:corta*;alta;128900
NIK-MT626EE;"CORTABALDOSA 660MM (26"")";HERRAMIENTA MANUAL;CORTABALDOSAS;GRUPO NIKATTO;Herramientas de Corte;corte:corta*;alta;11500
NIK-MT636FB;"CORTABALDOSA 900MM (36"")";HERRAMIENTA MANUAL;CORTABALDOSAS;GRUPO NIKATTO;Herramientas de Corte;corte:corta*;alta;152200
NIK-MT648;"CORTABALDOSA (48"")";HERRAMIENTA MANUAL;CORTABALDOSAS;GRUPO NIKATTO;Herramientas de Corte;corte:corta*;alta;49700
NIK-MWJ22;CUCHILLA REPUESTO CORTABALDOSA NIK-MT532;HERRAMIENTA MANUAL;CORTABALDOSAS;GRUPO NIKATTO;Herramientas de Corte;corte:corta*;alta;90100
NIK-PRO-14-1;CINTA METRICA PROFESIONAL DE 3 METROS - 10 PIES;HERRAMIENTA MANUAL;FLEXOMETROS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;169500
NIK-PRO-15-1;CINTA METRICA PROFESIONAL DE 5 METROS - 16 PIES;HERRAMIENTA MANUAL;FLEXOMETROS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;321000
NIK-PRO-17-1;CINTA METRICA PROFESIONAL DE 8 METROS - 26 PIES;HERRAMIENTA MANUAL;FLEXOMETROS;GRUPO NIKATTO;Herramientas de Medición;medicion;alta;50600
HDM-200-01;"LLAVE AJUSTABLE CROMADA 6""";HERRAMIENTA MECANICA;LLAVE AJUSTABLE;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;87000
HDM-200-02;"LLAVE AJUSTABLE CROMADA 8""";HERRAMIENTA MECANICA;LLAVE AJUSTABLE;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;260100
HDM-200-03;"LLAVE AJUSTABLE CROMADA 10""";HERRAMIENTA MECANICA;LLAVE AJUSTABLE;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;288000
HDM-200-04;"LLAVE AJUSTABLE CROMADA 12""";HERRAMIENTA MECANICA;LLAVE AJUSTABLE;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;216200
HDM-200-05;"LLAVE AJUSTABLE CROMADA 15""";HERRAMIENTA MECANICA;LLAVE AJUSTABLE;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;174800
HDM-200-06;"LLAVE AJUSTABLE NEGRA FOSFATADA 10""";HERRAMIENTA MECANICA;LLAVE AJUSTABLE;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;367800
HDM-200-07;"LLAVE AJUSTABLE NEGRA FOSFATADA 12""";HERRAMIENTA MECANICA;LLAVE AJUSTABLE;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;276600
HDM-200-07-02;"LLAVE DE TUBO CUERPO DE HIERRO 8"" 203 MM";HERRAMIENTA MECANICA;LLAVES DE TUBO;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;116300
HDM-200-08;"LLAVE DE TUBO CUERPO DE HIERRO 10"" 254MM";HERRAMIENTA MECANICA;LLAVES DE TUBO;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;341600
HDM-200-09;"LLAVE DE TUBO CUERPO DE HIERRO 12"" 304 MM";HERRAMIENTA MECANICA;LLAVES DE TUBO;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;237500
HDM-200-10;"LLAVE DE TUBO CUERPO DE HIERRO 14"" 355 MM";HERRAMIENTA MECANICA;LLAVES DE TUBO;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;182600
HDM-200-11;"LLAVE DE TUBO CUERPO DE HIERRO 18"" 457 MM";HERRAMIENTA MECANICA;LLAVES DE TUBO;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;225800
HDM-200-12;"LLAVE DE TUBO CUERPO DE HIERRO 24"" 609 MM";HERRAMIENTA MECANICA;LLAVES DE TUBO;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;184900
HDM-200-13;"LLAVE DE TUBO CUERPO DE HIERRO 36"" 914 MM";HERRAMIENTA MECANICA;LLAVES DE TUBO;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;394300
HDM-223-15;PUNTAS DESTORN PHILLIPS #2-2 PULG (50MM);HERRAMIENTA MECANICA;PUNTAS;GRUPO NIKATTO;Herramientas Mecánicas;linea:HERRAMIENTA MECANICA;baja;343200
HDM-223-16;JGO PUNTAS DESTORN PHILLIPS #2-2 PULG (50MM) - CAJA PLASTICA X 10 UNIDADES;HERRAMIENTA MECANICA;PUNTAS;GRUPO NIKATTO;Herramientas Mecánicas;linea:HERRAMIENTA MECANICA;baja;285000
HDM-76-005;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/4"" DE 7MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;29900
HDM-76-006;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/4"" DE 8MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;263200
HDM-76-008;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/4"" DE 10 MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;314100
HDM-76-009;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/4"" DE 11MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;147800
HDM-76-010;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/4"" DE 12MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;319000
HDM-760100;"MACHO EN ACERO, DIMENSION:1/8""-27 NPT";HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas de Aire;aire;alta;2213900
HDM-760110;"MACHO EN ACERO, DIMENSION:1/4""-18 NPT";HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas de Aire;aire;alta;805600
HDM-760120;"MACHO EN ACERO, DIMENSION:3/8""-18 NPT";HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas de Aire;aire;alta;2319800
HDM-760130;"MACHO EN ACERO, DIMENSION:1/2""-14 NPT";HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas de Aire;aire;alta;995700
HDM-760140;"MACHO EN ACERO, DIMENSION:3/4""-14 NPT";HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas de Aire;aire;alta;114900
HDM-76-015;"DADO LARGO MÉTRICO DE 6PT MANDO DE 1/4"" DE 6MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;246600
HDM-760150;"MACHO EN ACERO, DIMENSION:1""-11.5 NPT";HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas de Aire;aire;alta;221500
HDM-76-016;"DADO LARGO MÉTRICO DE 6PT MANDO DE 1/4"" DE 7MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;264800
HDM-760160;JUEGO DE MACHO (3 PZS) M3-0,5;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;426100
HDM-76-017;"DADO LARGO MÉTRICO DE 6PT MANDO DE 1/4"" DE 8MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;230400
HDM-760170;JUEGO DE MACHO (3 PZS) M4-0,75;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;103900
HDM-760180;JUEGO DE MACHO (3 PZS) M5-0,8;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;228300
HDM-76-019;"DADO LARGO MÉTRICO DE 6PT MANDO DE 1/4"" DE 10MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;261300
HDM-760190;JUEGO DE MACHO (3 PZS) M6-1,0;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;340400
HDM-760200;JUEGO DE MACHO (3 PZS) M7-1,0;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;113700
HDM-760210;JUEGO DE MACHO (3 PZS) M8-1,0;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;74500
HDM-760220;JUEGO DE MACHO (3 PZS) M8-1,25;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;360200
HDM-760230;JUEGO DE MACHO (3 PZS) M10-1,0;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;343500
HDM-760240;JUEGO DE MACHO (3 PZS) M10-1,25;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;268200
HDM-760250;JUEGO DE MACHO (3 PZS) M10-1,5;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;212600
HDM-760260;JUEGO DE MACHO (3 PZS) M12-1,25;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;68000
HDM-760270;JUEGO DE MACHO (3 PZS) M12-1,5;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;412500
HDM-760280;JUEGO DE MACHO (3 PZS) M12-1,75;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;224700
HDM-760290;JUEGO DE MACHO (3 PZS) M14-1,5;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;40600
HDM-760300;JUEGO DE MACHO (3 PZS) M14-2,0;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;327400
HDM-760310;JUEGO DE MACHO (3 PZS) M16-1,5;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;445400
HDM-760320;JUEGO DE MACHO (3 PZS) M16-2,0;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;87200
HDM-760330;JUEGO DE MACHO (3 PZS) M18-1,5;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;285100
HDM-760340;JUEGO DE MACHO (3 PZS) M18-2,5;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;410000
HDM-760350;JUEGO DE MACHO (3 PZS) M20-1,5;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;259400
HDM-760360;JUEGO DE MACHO (3 PZS) M20-2,5;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;238300
HDM-760370;JUEGO DE MACHO (3 PZS) M22-1,5;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;124800
HDM-760380;JUEGO DE MACHO (3 PZS) M22-2,5;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;202700
HDM-760390;JUEGO DE MACHO (3 PZS) M24-1,5;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;64000
HDM-760400;JUEGO DE MACHO (3 PZS) M24-3,0;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;256900
HDM-760420;"JUEGO DE MACHO (3 PZS) UNC 1/8"" (5-40)";HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;369300
HDM-760430;JUEGO DE MACHO (3 PZS) UNC 5/32 (8-32);HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;134600
HDM-760440;JUEGO DE MACHO (3 PZS) UNC 3/16 (10-24);HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;77900
HDM-760450;JUEGO DE MACHO (3 PZS) UNC 1/4-20;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;74300
HDM-760460;JUEGO DE MACHO (3 PZS) UNC 5/16-18;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;205000
HDM-760470;JUEGO DE MACHO (3 PZS) UNC 3/8-16;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;434500
HDM-760480;JUEGO DE MACHO (3 PZS) UNC 7/16-14;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;429900
HDM-760490;JUEGO DE MACHO (3 PZS) UNC 1/2-13;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;44300
HDM-760500;JUEGO DE MACHO (3 PZS) UNC 9/16-12;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;434400
HDM-760510;JUEGO DE MACHO (3 PZS) UNC 5/8-11;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;16100
HDM-760520;JUEGO DE MACHO (3 PZS) UNC 3/4-10;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;213200
HDM-760530;JUEGO DE MACHO (3 PZS) UNC 7/8-9;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;161900
HDM-760540;"JUEGO DE MACHO (3 PZS) UNC 1""-8";HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;364700
HDM-760560;"JUEGO DE MACHO (3 PZS) UNF 3/16"" (10-32)";HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;34700
HDM-760570;JUEGO DE MACHO (3 PZS) UNF 1/4-28;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;315300
HDM-760580;JUEGO DE MACHO (3 PZS) UNF 5/16-24;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;156700
HDM-760590;JUEGO DE MACHO (3 PZS) UNF 3/8-24;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;118400
HDM-760600;JUEGO DE MACHO (3 PZS) UNF 7/16-20;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;12700
HDM-760610;JUEGO DE MACHO (3 PZS) UNF 1/2-20;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;191400
HDM-760620;JUEGO DE MACHO (3 PZS) UNF 9/16-18;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;88300
HDM-760630;JUEGO DE MACHO (3 PZS) UNF 5/8-18;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;176700
HDM-760640;JUEGO DE MACHO (3 PZS) UNF 3/4-16;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;371700
HDM-760650;JUEGO DE MACHO (3 PZS) UNF 7/8-14;HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;373300
HDM-760660;"JUEGO DE MACHO (3 PZS) UNF 1""-14";HERRAMIENTA MECANICA;MACHOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;362700
HDM-76-101;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 3/8"" DE 1/4""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;107000
